Identifier ,objectid,object_location,,creator,publisher,date,date-is-approximate?,format,type,display_template,subject,description,image_small,image_thumb,image_alt_text
1906_newest_1000_pink_and_4000_sockeye_caught_in_jr_traps_3_3_3,jr-np-fish_001,/objects/1906_newest_1000_pink_and_4000_sockeye_caught_in_jr_traps_3_3_3.pdf,Tons of Sockeyes Caught in Traps,The Daily News,The Daily News,1906-07-17,,application/pdf,news article,pdf,Fishing; Salmon; Traps,,/objects/small/1906_newest_1000_pink_and_4000_sockeye_caught_in_jr_traps_3_3_3_sm.jpg,/objects/thumbs/1906_newest_1000_pink_and_4000_sockeye_caught_in_jr_traps_3_3_3_th.jpg,
bcsessional_10064128,jr-np-fish_003,/objects/bcsessional_10064128.pdf,Application for Foreshore Rights,W. C. WELLS,RICHARD WOLFENDEN,1902,,application/pdf,application,pdf,Fishing; Traps,,/objects/small/bcsessional_10064128_sm.jpg,/objects/thumbs/bcsessional_10064128_th.jpg,
bcsessional_10064162,jr-np-fish_004,/objects/bcsessional_10064162.pdf,REPORT OF THE FISHERIES COMMISSIONER FOR BRITISH COLUMBIA,John Pease Babcock,Fisheries Commissioner,1902,,application/pdf,news article,pdf,Fishing; Traps,,/objects/small/bcsessional_10064162_sm.jpg,/objects/thumbs/bcsessional_10064162_th.jpg,
campbell_2015_heritate_sites_and_areas_of_historical_interest_in_otter_point_history,jr-np-fish_005,/objects/campbell_2015_heritate_sites_and_areas_of_historical_interest_in_otter_point_history.pdf,Otter Point History,,Sooke Region Historical Society,2014-01-01,,application/pdf,news article,pdf,Otter Point; Settlement; Fishing,,/objects/small/campbell_2015_heritate_sites_and_areas_of_historical_interest_in_otter_point_history_sm.jpg,/objects/thumbs/campbell_2015_heritate_sites_and_areas_of_historical_interest_in_otter_point_history_th.jpg,
knowbc_website_2022_traps_and_weirs_in_knowbc,jr-np-fish_007,/objects/knowbc_website_2022_traps_and_weirs_in_knowbc.pdf,Traps and Weirs,,KNOWBC.com ,,,application/pdf,Web Page,pdf,Indigenous Fishing Practices; Fishing,,/objects/small/knowbc_website_2022_traps_and_weirs_in_knowbc_sm.jpg,/objects/thumbs/knowbc_website_2022_traps_and_weirs_in_knowbc_th.jpg,
macfarlane_2017_fish _traps_on_the_british_columbia_coast_in_the_nauticapedia,jr-np-fish_008,/objects/macfarlane_2017_fish _traps_on_the_british_columbia_coast_in_the_nauticapedia.pdf,Fish Traps on the British Columbia Coast,John MacFarlane,The Nauticapedia,2017,,application/pdf,news article,pdf,Fishing; Traps;,,/objects/small/macfarlane_2017_fish _traps_on_the_british_columbia_coast_in_the_nauticapedia_sm.jpg,/objects/thumbs/macfarlane_2017_fish _traps_on_the_british_columbia_coast_in_the_nauticapedia_th.jpg,
micfitz_2015_the_rise_and_demise_of_jh_todd_and_sons_british_columbias_enduring_independent_salmon_canners,jr-np-fish_009,/objects/micfitz_2015_the_rise_and_demise_of_jh_todd_and_sons_british_columbias_enduring_independent_salmon_canners.pdf,"The Rise and Demise of J.H. Todd and Sons, British Columbia’s Enduring Independent Salmon Canners",Mickey Fitzgerald,University of Victoria,2015,,application/pdf,news article,pdf,Fishing; Canning; J. H. Todd & Sons,,/objects/small/micfitz_2015_the_rise_and_demise_of_jh_todd_and_sons_british_columbias_enduring_independent_salmon_canners_sm.jpg,/objects/thumbs/micfitz_2015_the_rise_and_demise_of_jh_todd_and_sons_british_columbias_enduring_independent_salmon_canners_th.jpg,
millerd_2000_turning_points_in_the_development_of_the_bc_salmon_fishery,jr-np-fish_010,/objects/millerd_2000_turning_points_in_the_development_of_the_bc_salmon_fishery.pdf,Turning Points in the Development of the British Columbia Salmon Fishery,Frank Millerd,Wilfrid Laurier University,2000,,application/pdf,news article,pdf,salmon; fishing rights,,/objects/small/millerd_2000_turning_points_in_the_development_of_the_bc_salmon_fishery_sm.jpg,/objects/thumbs/millerd_2000_turning_points_in_the_development_of_the_bc_salmon_fishery_th.jpg,
millerd_2007_early_attempts_to_establish_exclusive_rights_in_the_bc_salmon_industry,jr-np-fish_011,/objects/millerd_2007_early_attempts_to_establish_exclusive_rights_in_the_bc_salmon_industry.pdf,"Early Attempts at Establishing Exclusive Rights in
the British Columbia Salmon Fishery",Frank Millerd,University of Wisconsin Press,2007-02,,application/pdf,news article,pdf,Fishing; Traps;,,/objects/small/millerd_2007_early_attempts_to_establish_exclusive_rights_in_the_bc_salmon_industry_sm.jpg,/objects/thumbs/millerd_2007_early_attempts_to_establish_exclusive_rights_in_the_bc_salmon_industry_th.jpg,
nelsondaymin1904new_canner_capital_city_packing_jr_and_beecher_bay_evidence_of_fish_traps_in_jordan_river_1_7_9,jr-np-fish_012,/objects/nelsondaymin1904new_canner_capital_city_packing_jr_and_beecher_bay_evidence_of_fish_traps_in_jordan_river_1_7_9.pdf,Will Construct Traps,,The Daily News,1904-04-16,,application/pdf,news article,pdf,Fishing; Canning; J. H. Todd & Sons,,/objects/small/nelsondaymin1904new_canner_capital_city_packing_jr_and_beecher_bay_evidence_of_fish_traps_in_jordan_river_1_7_9_sm.jpg,/objects/thumbs/nelsondaymin1904new_canner_capital_city_packing_jr_and_beecher_bay_evidence_of_fish_traps_in_jordan_river_1_7_9_th.jpg,
payton_2021_like_a_hotel_california_for_fish_in_the_tyee,jr-np-fish_013,/objects/payton_2021_like_a_hotel_california_for_fish_in_the_tyee.pdf,Like a Hotel California for Fish,Brian Payton,The Tyee,2021-09-02,,application/pdf,news article,pdf,Indigenous Fishing Practices; Fishing; Traps,,/objects/small/payton_2021_like_a_hotel_california_for_fish_in_the_tyee_sm.jpg,/objects/thumbs/payton_2021_like_a_hotel_california_for_fish_in_the_tyee_th.jpg,
payton_2022_can_ancient_indigenous_technology_help_save_bcs_salmon_in_the_walrus,jr-np-fish_014,/objects/payton_2022_can_ancient_indigenous_technology_help_save_bcs_salmon_in_the_walrus.pdf,Can Ancient Indigenous Technology Help Save BC’s Salmon?,Brian Payton,The Walrus,2021-09-01,,application/pdf,news article,pdf,Indigenous Fishing Practices; Fishing; Traps; Restoration; Preservation,,/objects/small/payton_2022_can_ancient_indigenous_technology_help_save_bcs_salmon_in_the_walrus_sm.jpg,/objects/thumbs/payton_2022_can_ancient_indigenous_technology_help_save_bcs_salmon_in_the_walrus_th.jpg,
peers_2012_sooke_once_had_a_salmon_cannery_in_sooke_news_mirror,jr-np-fish_015,/objects/peers_2012_sooke_once_had_a_salmon_cannery_in_sooke_news_mirror.pdf,Sooke once had a salmon cannery,Elida Peers,Sooke News Mirror,2012-10-24,,application/pdf,news article,pdf,J. H. Todd & Sons; Canning; Sooke Harbour Fishing and Packing Company; Fishing,,/objects/small/peers_2012_sooke_once_had_a_salmon_cannery_in_sooke_news_mirror_sm.jpg,/objects/thumbs/peers_2012_sooke_once_had_a_salmon_cannery_in_sooke_news_mirror_th.jpg,
peers_2016_living_on_a_salmon_trap_in_sooke_news_mirror,jr-np-fish_016,/objects/peers_2016_living_on_a_salmon_trap_in_sooke_news_mirror.pdf,SOOKE HISTORY: Living on a salmon trap,Elida Peers,Sooke News Mirror,2016-07-06,,application/pdf,news article,pdf,J. H. Todd & Sons; Canning; Sooke Harbour Fishing and Packing Company; Fishing; Indigenous Fishing Practices; Fishing; Traps,,/objects/small/peers_2016_living_on_a_salmon_trap_in_sooke_news_mirror_sm.jpg,/objects/thumbs/peers_2016_living_on_a_salmon_trap_in_sooke_news_mirror_th.jpg,
project_watershed_website_highlights_from_the_ancient_fish_trap_study,jr-np-fish_017,/objects/project_watershed_website_highlights_from_the_ancient_fish_trap_study.pdf,Highlights from the Ancient Fish Trap Study,,Project Watershed,,,application/pdf,news article,pdf,Indigenous Fishing Practices; Fishing; Traps,,/objects/small/project_watershed_website_highlights_from_the_ancient_fish_trap_study_sm.jpg,/objects/thumbs/project_watershed_website_highlights_from_the_ancient_fish_trap_study_th.jpg,
selkirk_2021_an_underwater_mystery_on_canadas_coast_in_bbc_website,jr-np-fish_018,/objects/selkirk_2021_an_underwater_mystery_on_canadas_coast_in_bbc_website.pdf,An underwater mystery on Canada's coast,Diane Selkirk,BBC,2021-10-14,,application/pdf,news article,pdf,Indigenous Fishing Practices; Fishing; Traps,Tens of thousands of wooden stakes poking up from British Columbia's shoreline have smashed a long-held stereotype of Canada's First Nation people.,/objects/small/selkirk_2021_an_underwater_mystery_on_canadas_coast_in_bbc_website_sm.jpg,/objects/thumbs/selkirk_2021_an_underwater_mystery_on_canadas_coast_in_bbc_website_th.jpg,
vdt_1902_foreshore_lease_notice_for_fishing,jr-np-fish_021,/objects/vdt_1902_foreshore_lease_notice_for_fishing.pdf,Lease Notice for Fishing,,Victoria Daily Times,1902-08-05,,application/pdf,news article,pdf,Fishing; Lease,,/objects/small/vdt_1902_foreshore_lease_notice_for_fishing_sm.jpg,/objects/thumbs/vdt_1902_foreshore_lease_notice_for_fishing_th.jpg,
,,,,,,,,,,,,,,,
1901_gdln_commercial_pacific_tele_cable4_3_11,jr-np-s_001,/objects/1901_gdln_commercial_pacific_tele_cable4_3_11.pdf,A Survey Party on board the S.S. Quadra proceeded to the Jordan River and commenced a Survey...,The Golden Era,The Golden Era,1901-04-05,,application/pdf,news article,pdf,Settlement,,/objects/small/1901_gdln_commercial_pacific_tele_cable4_3_11_sm.jpg,/objects/thumbs/1901_gdln_commercial_pacific_tele_cable4_3_11_th.jpg,
1908nlsndaily_tug_with_a_history,jr-np-s_002,/objects/1908nlsndaily_tug_with_a_history.pdf,Tug With a History,The Daily News,The Daily News,1908-01-27,,application/pdf,news article,pdf,Settlement; Lumber,,/objects/small/1908nlsndaily_tug_with_a_history_sm.jpg,/objects/thumbs/1908nlsndaily_tug_with_a_history_th.jpg,
1909nlsn8_5_10_death_in_pile_driver_accident,jr-np-s_003,/objects/1909nlsn8_5_10_death_in_pile_driver_accident.pdf,Killed by Derrick ,The Daily News,The Daily News,1909-05-16,,application/pdf,news article,pdf,Settlement,,/objects/small/1909nlsn8_5_10_death_in_pile_driver_accident_sm.jpg,/objects/thumbs/1909nlsn8_5_10_death_in_pile_driver_accident_th.jpg,
1910_daily_progress_2_1,jr-np-s_004,/objects/1910_daily_progress_2_1.pdf,"Victoria Must Make Enormous Progress During 1910, Because During 1910 the Following Will Be Under Way",The Daily News,The Daily News,1910-02-13,,application/pdf,news article,pdf,Settlement; Railway; Electric Power,,/objects/small/1910_daily_progress_2_1_sm.jpg,/objects/thumbs/1910_daily_progress_2_1_th.jpg,
1911_week,jr-np-s_005,/objects/1911_week.pdf,B.C.E.R. Extensions,The Week,The Week,1911-02-25,,application/pdf,news article,pdf,Settlement; Power Plant,,/objects/small/1911_week_sm.jpg,/objects/thumbs/1911_week_th.jpg,
1914_cumberland_4_2_best_thing_fed_did_in_1913_was_extend_telgraph_line_to_jr,jr-np-s_006,/objects/1914_cumberland_4_2_best_thing_fed_did_in_1913_was_extend_telgraph_line_to_jr.pdf,The Islander,The Islander,The Islander,1914-02-07,,application/pdf,news article,pdf,Settlement,,/objects/small/1914_cumberland_4_2_best_thing_fed_did_in_1913_was_extend_telgraph_line_to_jr_sm.jpg,/objects/thumbs/1914_cumberland_4_2_best_thing_fed_did_in_1913_was_extend_telgraph_line_to_jr_th.jpg,
1923_abpost_3_4_resolution_to_build_23_mile_highway_bt_pr_and_jr,jr-np-s_007,/objects/1923_abpost_3_4_resolution_to_build_23_mile_highway_bt_pr_and_jr.pdf,,The Abbotsford Post,The Abbotsford Post,1923-08-30,,application/pdf,news article,pdf,Settlement; Canadian National Railway,,/objects/small/1923_abpost_3_4_resolution_to_build_23_mile_highway_bt_pr_and_jr_sm.jpg,/objects/thumbs/1923_abpost_3_4_resolution_to_build_23_mile_highway_bt_pr_and_jr_th.jpg,
1927_nelsondaily_3_1_confirmation_of_jr_to_pr_road_to_be_built_500,jr-np-s_008,/objects/1927_nelsondaily_3_1_confirmation_of_jr_to_pr_road_to_be_built_500.pdf,Jordan River Road to be Built,The Daily News,The Daily News, 1927-12-08,,application/pdf,news article,pdf,Settlement; Road,,/objects/small/1927_nelsondaily_3_1_confirmation_of_jr_to_pr_road_to_be_built_500_sm.jpg,/objects/thumbs/1927_nelsondaily_3_1_confirmation_of_jr_to_pr_road_to_be_built_500_th.jpg,
1927_nelsondaily_jordan_river_quintet_bball_wins,jr-np-s_009,/objects/1927_nelsondaily_jordan_river_quintet_bball_wins.pdf,Kelowna Beaten,The Daily News,The Daily News,1928-01-11,,application/pdf,news article,pdf,Settlement,,/objects/small/1927_nelsondaily_jordan_river_quintet_bball_wins_sm.jpg,/objects/thumbs/1927_nelsondaily_jordan_river_quintet_bball_wins_th.jpg,
1928_grandforks_3_4_highway_report_sooke_to_jr_road_fair,jr-np-s_010,/objects/1928_grandforks_3_4_highway_report_sooke_to_jr_road_fair.pdf,Vancouver Island,The Grand Forks Sun,The Grand Forks Sun,1928-09-07,,application/pdf,news article,pdf,Settlement,,/objects/small/1928_grandforks_3_4_highway_report_sooke_to_jr_road_fair_sm.jpg,/objects/thumbs/1928_grandforks_3_4_highway_report_sooke_to_jr_road_fair_th.jpg,
1928_nelsondaily_7_3_jr_defeated_by_university_team,jr-np-s_011,/objects/1928_nelsondaily_7_3_jr_defeated_by_university_team.pdf,Sandon Notes,The Daily News,The Daily News,1928-03-10,,application/pdf,news article,pdf,Settlement,,/objects/small/1928_nelsondaily_7_3_jr_defeated_by_university_team_sm.jpg,/objects/thumbs/1928_nelsondaily_7_3_jr_defeated_by_university_team_th.jpg,
1928_nelsondaily_7_5_jordan_river_island_winners,jr-np-s_012,/objects/1928_nelsondaily_7_5_jordan_river_island_winners.pdf,Butler's Shot Just Before Bell Wins for Varsity Team,The Daily News,The Daily News,1928-03-07,,application/pdf,news article,pdf,Settlement,,/objects/small/1928_nelsondaily_7_5_jordan_river_island_winners_sm.jpg,/objects/thumbs/1928_nelsondaily_7_5_jordan_river_island_winners_th.jpg,
1933_nelsondaily_2_5_plan_to_extend_trail_from_jr_to_pr_underway,jr-np-s_013,/objects/1933_nelsondaily_2_5_plan_to_extend_trail_from_jr_to_pr_underway.pdf,Plan Road Work as Relief Move,The Daily News,The Daily News,1933-10-06,,application/pdf,news article,pdf,Settlement; Road,,/objects/small/1933_nelsondaily_2_5_plan_to_extend_trail_from_jr_to_pr_underway_sm.jpg,/objects/thumbs/1933_nelsondaily_2_5_plan_to_extend_trail_from_jr_to_pr_underway_th.jpg,
1936_nelsondaily_1_7_jr_to_victoria_part_of_the_big_road_tweaking_program,jr-np-s_014,/objects/1936_nelsondaily_1_7_jr_to_victoria_part_of_the_big_road_tweaking_program.pdf,Main Highways,The Daily News,The Daily News,1936-06-30,,application/pdf,news article,pdf,Settlement; Road,,/objects/small/1936_nelsondaily_1_7_jr_to_victoria_part_of_the_big_road_tweaking_program_sm.jpg,/objects/thumbs/1936_nelsondaily_1_7_jr_to_victoria_part_of_the_big_road_tweaking_program_th.jpg,
daily_colonist_1936_05_31_little_rills_and_waters_numberless,jr-np-s_015,/objects/daily_colonist_1936_05_31_little_rills_and_waters_numberless.pdf,Little Rills and Water Numberles,Robert Connell,The Daily Colonist,1936-05-31,,application/pdf,news article,pdf,Settlement; Ecology,,/objects/small/daily_colonist_1936_05_31_little_rills_and_waters_numberless_sm.jpg,/objects/thumbs/daily_colonist_1936_05_31_little_rills_and_waters_numberless_th.jpg,
edmonton_journal_1980_12_29_59_hotel_for_sale,jr-np-s_016,/objects/edmonton_journal_1980_12_29_59_hotel_for_sale.jpg,Hotel for Sale,,Edmonton Journal,1980,,application/pdf,news article,pdf,Settlement; Real Estate,,/objects/small/edmonton_journal_1980_12_29_59_hotel_for_sale_sm.jpg,/objects/thumbs/edmonton_journal_1980_12_29_59_hotel_for_sale_th.jpg,
nelsondaymin_1901_longest_cable_in_the_word_pg1col5para6,jr-np-s_017,/objects/nelsondaymin_1901_longest_cable_in_the_word_pg1col5para6.pdf,Laying Pacific Cable,Nelson Daily Miner,Nelson Daily Miner,1901,,application/pdf,news article,pdf,Settlement; Cable,,/objects/small/nelsondaymin_1901_longest_cable_in_the_word_pg1col5para6_sm.jpg,/objects/thumbs/nelsondaymin_1901_longest_cable_in_the_word_pg1col5para6_th.jpg,
new_west_1906_1_2_4,jr-np-s_018,/objects/new_west_1906_1_2_4.pdf,Heavy Seas Interfere With Building of Traps,The Daily News ,The Daily News,1906-05-22,,application/pdf,news article,pdf,Settlement; Traps; Fishing,,/objects/small/new_west_1906_1_2_4_sm.jpg,/objects/thumbs/new_west_1906_1_2_4_th.jpg,
nnmo_daytele_1894_body_in_surf_at_lost_river_pg2col1para7,jr-np-s_019,/objects/nnmo_daytele_1894_body_in_surf_at_lost_river_pg2col1para7.pdf,Wrecked Lumber Schooner,The Daily Telegram,The Daily Telegram,1894-01-23,,application/pdf,news article,pdf,Settlement; Shipwreck,,/objects/small/nnmo_daytele_1894_body_in_surf_at_lost_river_pg2col1para7_sm.jpg,/objects/thumbs/nnmo_daytele_1894_body_in_surf_at_lost_river_pg2col1para7_th.jpg,
the_victoria_daily_times_1923_09_29_17_rambles_around_victoria,jr-np-s_021,/objects/the_victoria_daily_times_1923_09_29_17_rambles_around_victoria.pdf,Rambled Round Victoria,The Victoria Daily Times,The Victoria Daily Times,1923-09-29,,application/pdf,news article,pdf,Settlement,,/objects/small/the_victoria_daily_times_1923_09_29_17_rambles_around_victoria_sm.jpg,/objects/thumbs/the_victoria_daily_times_1923_09_29_17_rambles_around_victoria_th.jpg,
times_colonist_fri_feb_28_1975,jr-np-s_022,/objects/times_colonist_fri_feb_28_1975.pdf,Bullets in Shoulder Only the Beginning of Hr Nightmare,Derek Sidenius ,Times Colonist,1975-02-28,,application/pdf,news article,pdf,Settlement,,/objects/small/times_colonist_fri_feb_28_1975_sm.jpg,/objects/thumbs/times_colonist_fri_feb_28_1975_th.jpg,
final_jordan_solar_initial_project_description_and_early_engagement_plan_19dec23_deva,jr-np-s-solar_001,/objects/final_jordan_solar_initial_project_description_and_early_engagement_plan_19dec23_deva.pdf,Jordan Solar and Energy Storage,,iMapBC,,,application/pdf,news article,pdf,Settlement; Solar; Map; Energy Storage,,/objects/small/final_jordan_solar_initial_project_description_and_early_engagement_plan_19dec23_deva_sm.jpg,/objects/thumbs/final_jordan_solar_initial_project_description_and_early_engagement_plan_19dec23_deva_th.jpg,
jordan_solar_location,jr-np-s-solar_002,/objects/jordan_solar_location.pdf,Jordan Solar and Energy Storage Project,,Recurrent Energy,2023-12,,application/pdf,news article,pdf,Settlement; Solar; Energy Storage,,/objects/small/jordan_solar_location_sm.jpg,/objects/thumbs/jordan_solar_location_th.jpg,
,,,,,,,,,,,,,,,
1975_vancouver_jan_4_save_estuaries_and_you_save_people_from_starving,jr-np-ra_002,/objects/1975_vancouver_jan_4_save_estuaries_and_you_save_people_from_starving.pdf,Save Estuaries and you save people from starving,Moira Farrow,The Vancouver Sun,1975-1-4,,application/pdf,news article,pdf,Estuaries; Ecology; Logging; Hydroelectric; Mining,,/objects/small/1975_vancouver_jan_4_save_estuaries_and_you_save_people_from_starving_sm.jpg,/objects/thumbs/1975_vancouver_jan_4_save_estuaries_and_you_save_people_from_starving_th.jpg,
barkham_2021_should_rivers_have_the_same_rights_as_people_in_guardian,jr-np-ra-other_001,/objects/barkham_2021_should_rivers_have_the_same_rights_as_people_in_guardian.pdf,"Should rivers have the same rights as
people?",Patrick Barkham,The Guardian,2021-07-25,,application/pdf,news article,pdf,Ecology; Environmentalism; Hydrology; Indigenous Peoples,,/objects/small/barkham_2021_should_rivers_have_the_same_rights_as_people_in_guardian_sm.jpg,/objects/thumbs/barkham_2021_should_rivers_have_the_same_rights_as_people_in_guardian_th.jpg,
casselman_2_15_who_is_watching_bcs_environmental_watch_dogs_in_bcbusiness,jr-np-ra-other_002,/objects/casselman_2_15_who_is_watching_bcs_environmental_watch_dogs_in_bcbusiness.pdf,Who is watching B.C.'s environmental watch dogs?,Anne Casselman,BCBusiness,2015-07-14,,application/pdf,news article,pdf,Compromised Environmentalism; Ecology,,/objects/small/casselman_2_15_who_is_watching_bcs_environmental_watch_dogs_in_bcbusiness_sm.jpg,/objects/thumbs/casselman_2_15_who_is_watching_bcs_environmental_watch_dogs_in_bcbusiness_th.jpg,
khatibi_2021_discoverarticle_can_public_awareness_knowledge,jr-np-ra-other_003,/objects/khatibi_2021_discoverarticle_can_public_awareness_knowledge.pdf,"Can public awareness, knowledge and engagement improve climate change adaptation policies?",Farzaneh Shaikh Khatibi; Aysin Dedekorkut‑Howes; Michael Howes; Elnaz Torabi,Discover Sustainability,2021-02-25,,application/pdf,news article,pdf,Public involvement; Citizen participation; Local and traditional knowledge,,/objects/small/khatibi_2021_discoverarticle_can_public_awareness_knowledge_sm.jpg,/objects/thumbs/khatibi_2021_discoverarticle_can_public_awareness_knowledge_th.jpg,
nunn_2023_repair_and_the_2014_mount_polley_mine_disaster,jr-np-ra-other_004,/objects/nunn_2023_repair_and_the_2014_mount_polley_mine_disaster.pdf,"Repair and the 2014 Mount Polley Mine disaster: Anti Relationality, constraint, and legacies of socio-ecological disruption in settler colonial British Columbia",Neil Nunn,Society and Space,2023,,application/pdf,news article,pdf,Mount Polley Mine disaster; anti relationality; environmental justice; reparative planning; BC gold rush; settler colonialism; colonial modernity; 1862 smallpox epidemic,,/objects/small/nunn_2023_repair_and_the_2014_mount_polley_mine_disaster_sm.jpg,/objects/thumbs/nunn_2023_repair_and_the_2014_mount_polley_mine_disaster_th.jpg,
obrien_1993_being_a_scientists_means_taking_sides,jr-np-ra-other_005,/objects/obrien_1993_being_a_scientists_means_taking_sides.pdf,Being a Scientist Means Taking Sides,Mary H. O'Brien,BioScience,1993,,application/pdf,news article,pdf,Science; Politics; Public Interest;,,/objects/small/obrien_1993_being_a_scientists_means_taking_sides_sm.jpg,/objects/thumbs/obrien_1993_being_a_scientists_means_taking_sides_th.jpg,
,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
davis_2017_jordan_river_restoration_bringing_back_the_habitat_bc_outdoors,jr-np-ra-jr_001,/objects/davis_2017_jordan_river_restoration_bringing_back_the_habitat_bc_outdoors.pdf,Jordan River Restoration,Thom Davis,BC Outdoors,2017-06-08,,application/pdf,news article,pdf,Hydroelectric; Mining; Logging; Restoration; Salmon; Indigenous Community,,/objects/small/davis_2017_jordan_river_restoration_bringing_back_the_habitat_bc_outdoors_sm.jpg,/objects/thumbs/davis_2017_jordan_river_restoration_bringing_back_the_habitat_bc_outdoors_th.jpg,
hoffman_2017_a_tale_of_two_rivers_science_borealis,jr-np-ra-jr_002,/objects/hoffman_2017_a_tale_of_two_rivers_science_borealis.pdf,A tale of two rivers,KIm Hoffman,Science Borealis,2017-02-13,,application/pdf,news article,pdf,Hydroelectric; Mining; Logging; Restoration; Salmon; Indigenous Community; Glines Canyon Dam,,/objects/small/hoffman_2017_a_tale_of_two_rivers_science_borealis_sm.jpg,/objects/thumbs/hoffman_2017_a_tale_of_two_rivers_science_borealis_th.jpg,